Gene ID, Cluster # 
At4g01680, 1 
At4g03330, 1 
At4g04770, 4.1 
At4g07960, 1 
At4g08390, 3 
At4g11190, 4.1 
At4g14330, 4.1 
At4g14695, 4.1 
At4g17615, 1 
At4g22110, 4.1 
At4g25160, 4.1 
At4g25410, 4.1 
At4g25830, 4.1 
At4g28530, 4.1 
At4g32690, 4.1 
At4g37220, 1 
At4g37850, 4.1 
At4g38390, 4.1 
At4g38410, 2 
At5g01600, 1 
At5g02890, 4.1 
At5g04060, 4.1 
At5g04330, 4.1 
At5g07100, 1 
At5g13630, 4.1 
At5g23030, 4.1 
At5g24880, 1 
At5g35710, 4.1 
At5g36270, 4.1 
At5g44770, 4.1 
At5g45650, 2 
At5g45840, 4.1 
At5g46540, 4.1 
At5g49770, 1 
At5g51270, 4.1 
At5g51390, 4.1 
At5g52020, 4.1 
At5g52250, 4.1 
At5g53580, 4.1 
At5g53980, 4.1 
At5g57180, 4.1 
At5g58360, 4.1 
At5g59400, 4.1 
At5g61550, 4.1 
At1g08090, 1 
At1g11920, 1 
At1g12040, 1 
At1g12950, 1 
At1g13420, 1 
At1g33700, 1 
At1g34510, 1 
At1g43160, 1 
At1g49860, 1 
At1g53940, 1 
At1g54970, 1 
At1g62980, 1 
At2g20520, 1 
At2g23620, 1 
At2g25240, 1 
At2g26410, 1 
At2g26820, 1 
At2g32270, 1 
At2g34180, 1 
At2g39980, 1 
At2g41810, 1 
At2g43890, 1 
At2g46690, 1 
At2g46860, 1 
At2g47160, 1 
At3g10710, 1 
At3g20110, 1 
At3g20510, 1 
At3g23880, 1 
At3g25190, 1 
At3g48740, 1 
At3g49960, 1 
At3g50350, 1 
At3g60280, 1 
At3g62680, 1 
At4g02270, 1 
At4g13390, 1 
At4g15740, 1 
At4g18430, 1 
At4g21870, 1 
At4g22640, 1 
At4g25220, 1 
At4g25620, 1 
At4g25790, 1 
At4g25820, 1 
At4g26010, 1 
At4g28850, 1 
At4g30320, 1 
At4g40010, 1 
At4g40090, 1 
At5g06570, 1 
At5g12340, 1 
At5g15830, 1 
At5g19800, 1 
At5g22410, 1 
At5g24140, 1 
At5g24570, 1 
At5g26010, 1 
At5g26280, 1 
At5g35190, 1 
At5g40510, 1 
At5g43360, 1 
At5g44130, 1 
At5g47740, 1 
At5g48430, 1 
At5g54040, 1 
At5g54160, 1 
At5g57530, 1 
At5g57540, 1 
At5g58750, 1 
At5g59150, 1 
At5g61650, 1 
At5g64100, 1 
At5g67400, 1 
At5g67520, 1 
At1g08480, 3 
At1g10630, 3 
At1g14730, 2 
At1g20950, 3 
At1g23120, 2 
At1g26550, 3 
At1g27435, 3 
At1g30120, 2 
At1g32210, 3 
At1g42960, 3 
At1g49410, 3 
At1g56330, 3 
At1g59580, 4.2 
At1g64880, 3 
At1g65290, 3 
At1g67030, 3 
At1g69030, 3 
At1g72370, 3 
At1g74690, 3 
At1g78990, 2 
At2g02510, 3 
At2g02780, 3 
At2g15970, 2 
At2g17560, 3 
At2g19680, 3 
At2g19750, 3 
At2g21290, 3 
At2g25980, 3 
At2g27710, 3 
At2g27970, 3 
At2g28550, 4.2 
At2g33370, 3 
At2g37190, 3 
At2g39750, 4.2 
At2g41420, 3 
At2g45790, 3 
At2g46600, 3 
At2g47640, 3 
At3g05590, 3 
At3g08730, 3 
At3g15020, 4.2 
At3g17160, 3 
At3g24670, 3 
At3g27080, 3 
At3g28900, 3 
At3g46560, 3 
At3g56240, 3 
At3g60340, 3 
At4g00100, 3 
At4g01850, 3 
At4g13520, 3 
At4g17530, 3 
At4g19860, 4.2 
At4g21105, 3 
At4g24920, 3 
At4g25640, 2 
At4g25740, 3 
At4g26300, 3 
At4g26760, 3 
At4g31460, 3 
At4g31700, 3 
At4g34720, 3 
At4g34870, 3 
At4g37830, 3 
At5g02280, 4.2 
At5g02450, 3 
At5g10360, 3 
At5g11560, 3 
At5g14030, 3 
At5g14040, 3 
At5g15090, 3 
At5g15520, 3 
At5g18800, 3 
At5g24650, 3 
At5g26360, 3 
At5g27670, 2 
At5g27850, 3 
At5g34850, 2 
At5g35620, 3 
At5g39740, 3 
At5g46230, 4.2 
At5g46290, 3 
At5g47930, 4.2 
At5g50460, 3 
At5g50920, 3 
At5g52650, 3 
At5g54440, 3 
At5g56940, 3 
At5g56980, 2 
At5g59910, 3 
At5g60640, 3 
At5g60850, 2 
At5g61170, 3 
At5g63510, 3 
At5g63970, 2 
At5g65760, 2 
At5g66410, 4.2 
At5g67510, 3 
At1g14980, 3 
At1g26880, 3 
At1g62570, 2 
At1g64590, 2 
At1g68560, 2 
At1g74270, 3 
At2g02130, 3 
At2g20515, 3 
At2g21580, 3 
At2g21970, 3 
At2g28470, 3 
At2g32060, 3 
At2g38170, 2 
At2g39050, 2 
At2g41660, 2 
At2g43360, 3 
At2g43510, 2 
At2g46800, 2 
At3g05560, 3 
At3g05880, 2 
At3g06680, 3 
At3g14067, 4.2 
At3g18490, 2 
At3g44590, 3 
At3g46030, 3 
At3g47620, 3 
At3g53190, 3 
At3g53740, 3 
At3g54560, 3 
At3g61110, 3 
At3g63210, 4.2 
At4g00810, 3 
At4g12420, 3 
At4g12880, 3 
At4g17730, 3 
At4g33640, 3 
At5g02020, 2 
At5g04770, 2 
At5g10130, 3 
At5g12940, 2 
At5g13980, 3 
At5g15530, 3 
At5g16130, 3 
At5g17870, 3 
At5g20070, 2 
At5g20950, 3 
At5g23820, 3 
At5g23830, 3 
At5g40890, 2 
At5g57290, 3 
At5g60360, 3 
At5g60890, 3 
At5g64140, 3 
At5g65360, 3 
At5g65470, 3 
At5g67070, 3 
At1g58270, 3 
At1g66800, 3 
At1g70890, 4.2 
At1g72140, 4.2 
At1g73620, 3 
At2g06850, 3 
At2g15960, 4.2 
At2g17500, 2 
At2g18400, 3 
At2g19730, 3 
At2g26690, 2 
At2g35780, 3 
At2g45960, 4.2 
At3g06700, 3 
At3g16470, 4.2 
At3g49780, 2 
At3g59710, 2 
At4g25890, 3 
At4g33550, 2 
At4g37160, 4.2 
At5g10230, 2 
At5g10390, 2 
At5g15290, 3 
At5g24930, 2 
At5g38020, 2 
At5g48900, 3 
At5g54230, 2 
At5g54300, 2 
At5g62340, 3 
At5g63660, 3 
